<TICKER>;<PER>;<DATE>;<TIME>;<LAST>;<VOL>
RU000A0JXN21;0;20190128;160828;98.600000000;12
RU000A0JXN21;0;20190128;160828;98.600000000;51
RU000A0JXN21;0;20190128;160828;98.600000000;51
RU000A0JXN21;0;20190128;160828;98.600000000;52
RU000A0JXN21;0;20190128;160828;98.600000000;52
RU000A0JXN21;0;20190128;160828;98.600000000;127
RU000A0JXN21;0;20190128;160828;98.600000000;12
RU000A0JXN21;0;20190128;160828;98.600000000;43
RU000A0JXN21;0;20190128;160828;98.600000000;8
RU000A0JXN21;0;20190128;160828;98.600000000;12
RU000A0JXN21;0;20190128;160828;98.600000000;542
RU000A0JXN21;0;20190128;160828;98.600000000;51
RU000A0JXN21;0;20190128;160828;98.600000000;127
RU000A0JXN21;0;20190128;160828;98.600000000;12
RU000A0JXN21;0;20190128;160828;98.600000000;42
RU000A0JXN21;0;20190128;160828;98.600000000;7
RU000A0JXN21;0;20190128;160828;98.600000000;11
RU000A0JXN21;0;20190128;160828;98.600000000;542
RU000A0JXN21;0;20190128;160828;98.600000000;12
RU000A0JXN21;0;20190128;160828;98.600000000;42
RU000A0JXN21;0;20190128;160828;98.600000000;7
RU000A0JXN21;0;20190128;160828;98.600000000;11
RU000A0JXN21;0;20190128;160828;98.600000000;542
RU000A0JXN21;0;20190128;160828;98.600000000;11
RU000A0JXN21;0;20190128;160828;98.600000000;42
RU000A0JXN21;0;20190128;160828;98.600000000;7
RU000A0JXN21;0;20190128;160828;98.600000000;11
RU000A0JXN21;0;20190128;161155;98.600000000;108
RU000A0JXN21;0;20190128;161155;98.600000000;31
RU000A0JXN21;0;20190128;161155;98.600000000;41
RU000A0JXN21;0;20190128;161155;98.600000000;41
RU000A0JXN21;0;20190128;161155;98.600000000;41
RU000A0JXN21;0;20190128;161155;98.600000000;76
RU000A0JXN21;0;20190128;161155;98.600000000;108
RU000A0JXN21;0;20190128;161155;98.600000000;30
RU000A0JXN21;0;20190128;161155;98.600000000;41
RU000A0JXN21;0;20190128;161155;98.600000000;41
RU000A0JXN21;0;20190128;161155;98.600000000;41
RU000A0JXN21;0;20190128;161155;98.600000000;108
RU000A0JXN21;0;20190128;161155;98.600000000;30
RU000A0JXN21;0;20190128;161155;98.600000000;107
RU000A0JXN21;0;20190128;161155;98.600000000;107
RU000A0JXN21;0;20190128;164511;98.500000000;3441
RU000A0JXN21;0;20190128;170106;98.450000000;3
RU000A0JXN21;0;20190128;170106;98.410000000;2
RU000A0JXN21;0;20190128;170415;98.400000000;50
RU000A0JXN21;0;20190128;171703;98.400000000;433
RU000A0JXN21;0;20190129;101513;98.400000000;5
RU000A0JXN21;0;20190129;101732;98.400000000;5
RU000A0JXN21;0;20190129;105458;98.260000000;2
RU000A0JXN21;0;20190129;105815;98.250000000;185
RU000A0JXN21;0;20190129;105815;98.220000000;1
RU000A0JXN21;0;20190129;105815;98.000000000;10
RU000A0JXN21;0;20190129;105815;96.500000000;5
RU000A0JXN21;0;20190129;105815;95.900000000;5
RU000A0JXN21;0;20190129;111747;98.600000000;99
RU000A0JXN21;0;20190129;115609;98.500000000;1
RU000A0JXN21;0;20190129;140747;98.510000000;5
RU000A0JXN21;0;20190129;163720;98.580000000;2
RU000A0JXN21;0;20190129;163720;98.590000000;2
RU000A0JXN21;0;20190129;163720;98.600000000;421
RU000A0JXN21;0;20190129;163910;98.600000000;3880
RU000A0JXN21;0;20190129;172530;98.600000000;45
RU000A0JXN21;0;20190129;173114;98.600000000;7
RU000A0JXN21;0;20190129;174458;98.550000000;7
RU000A0JXN21;0;20190129;174458;98.510000000;5
RU000A0JXN21;0;20190129;174458;98.500000000;25
RU000A0JXN21;0;20190129;183212;98.500000000;10
RU000A0JXN21;0;20190130;101806;98.640000000;1
RU000A0JXN21;0;20190130;102032;98.640000000;9
RU000A0JXN21;0;20190130;110149;98.640000000;34
RU000A0JXN21;0;20190130;110227;98.640000000;11
RU000A0JXN21;0;20190130;111047;98.650000000;2
RU000A0JXN21;0;20190130;123346;98.550000000;9
RU000A0JXN21;0;20190130;123346;98.400000000;41
RU000A0JXN21;0;20190130;143921;98.630000000;1
RU000A0JXN21;0;20190131;100954;98.610000000;4
RU000A0JXN21;0;20190131;115306;98.600000000;18
RU000A0JXN21;0;20190131;115703;98.600000000;1
RU000A0JXN21;0;20190131;120544;98.500000000;18
RU000A0JXN21;0;20190131;122930;98.590000000;1
RU000A0JXN21;0;20190131;125827;98.510000000;10
RU000A0JXN21;0;20190131;153614;98.590000000;12
RU000A0JXN21;0;20190131;153614;98.590000000;6
RU000A0JXN21;0;20190131;153614;98.600000000;18
RU000A0JXN21;0;20190131;153614;98.600000000;25
RU000A0JXN21;0;20190131;153614;98.600000000;25
RU000A0JXN21;0;20190131;153614;98.600000000;61
RU000A0JXN21;0;20190131;153614;98.600000000;12
RU000A0JXN21;0;20190131;153614;98.600000000;24
RU000A0JXN21;0;20190131;153614;98.600000000;16
RU000A0JXN21;0;20190131;153614;98.640000000;9
RU000A0JXN21;0;20190131;153614;98.640000000;25
RU000A0JXN21;0;20190131;153614;98.640000000;60
RU000A0JXN21;0;20190131;153614;98.640000000;12
RU000A0JXN21;0;20190131;153614;98.640000000;24
RU000A0JXN21;0;20190131;153614;98.640000000;25
RU000A0JXN21;0;20190131;153614;98.640000000;25
RU000A0JXN21;0;20190131;153614;98.640000000;20
