<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
RU000A100V79;1;20190927;151800;100.0900000;100.0900000;100.0900000;100.0900000;83
RU000A100V79;1;20190927;154000;100.0800000;100.0800000;100.0800000;100.0800000;17
RU000A100V79;1;20190927;154800;100.0800000;100.0800000;100.0800000;100.0800000;1
RU000A100V79;1;20190927;155100;100.0800000;100.0800000;100.0800000;100.0800000;2
RU000A100V79;1;20190927;155400;100.0800000;100.0800000;100.0800000;100.0800000;40
RU000A100V79;1;20190927;160100;100.0800000;100.0800000;100.0800000;100.0800000;1
RU000A100V79;1;20190927;160200;100.0800000;100.0900000;100.0800000;100.0900000;500
RU000A100V79;1;20190927;161900;100.0900000;100.0900000;100.0900000;100.0900000;10
RU000A100V79;1;20190927;163700;100.0900000;100.0900000;100.0900000;100.0900000;12338
RU000A100V79;1;20190927;163800;100.0900000;100.0900000;100.0900000;100.0900000;20
RU000A100V79;1;20190927;164600;100.0900000;100.0900000;100.0900000;100.0900000;50
RU000A100V79;1;20190927;164900;100.0900000;100.0900000;100.0900000;100.0900000;2
RU000A100V79;1;20190927;170000;100.0600000;100.0600000;100.0600000;100.0600000;1
RU000A100V79;1;20190927;173000;100.0900000;100.0900000;100.0900000;100.0900000;11
RU000A100V79;1;20190927;173200;100.0900000;100.0900000;100.0900000;100.0900000;150
RU000A100V79;1;20190927;174000;100.0900000;100.0900000;100.0900000;100.0900000;7
RU000A100V79;1;20190927;174800;100.0900000;100.0900000;100.0900000;100.0900000;11295
RU000A100V79;1;20190927;174900;100.0800000;100.0800000;100.0800000;100.0800000;300
RU000A100V79;1;20190927;175200;100.0700000;100.0700000;100.0700000;100.0700000;501
RU000A100V79;1;20190927;183700;100.0700000;100.0800000;100.0700000;100.0800000;200
RU000A100V79;1;20190927;183900;100.0800000;100.0800000;100.0800000;100.0800000;260
RU000A100V79;1;20190927;184300;100.0800000;100.0800000;100.0800000;100.0800000;555
RU000A100V79;1;20190927;184500;100.0800000;100.0800000;100.0800000;100.0800000;320
RU000A100V79;1;20190930;100100;100.1000000;100.1000000;100.1000000;100.1000000;6
RU000A100V79;1;20190930;100200;100.1000000;100.1000000;100.1000000;100.1000000;200
RU000A100V79;1;20190930;101100;100.0900000;100.0900000;100.0900000;100.0900000;1
RU000A100V79;1;20190930;102100;100.0800000;100.0800000;100.0500000;100.0500000;329
RU000A100V79;1;20190930;102300;100.0900000;100.0900000;100.0900000;100.0900000;1
RU000A100V79;1;20190930;103500;100.0900000;100.0900000;100.0900000;100.0900000;23
RU000A100V79;1;20190930;103900;100.0800000;100.0800000;100.0800000;100.0800000;150
RU000A100V79;1;20190930;104100;100.0800000;100.0800000;100.0800000;100.0800000;20
RU000A100V79;1;20190930;104300;100.0800000;100.0800000;100.0800000;100.0800000;1
RU000A100V79;1;20190930;104500;100.0800000;100.0800000;100.0800000;100.0800000;2
RU000A100V79;1;20190930;105000;100.0600000;100.0600000;100.0600000;100.0600000;60
RU000A100V79;1;20190930;110500;100.0900000;100.0900000;100.0900000;100.0900000;1
RU000A100V79;1;20190930;110700;100.0900000;100.0900000;100.0900000;100.0900000;13
RU000A100V79;1;20190930;110800;100.0900000;100.0900000;100.0900000;100.0900000;1
RU000A100V79;1;20190930;111300;100.0500000;100.0500000;100.0000000;100.0000000;9643
RU000A100V79;1;20190930;111400;100.0000000;100.0000000;100.0000000;100.0000000;50
RU000A100V79;1;20190930;111500;100.0000000;100.0800000;100.0000000;100.0800000;308
RU000A100V79;1;20190930;111600;100.0800000;100.0800000;100.0800000;100.0800000;492
RU000A100V79;1;20190930;113900;100.0900000;100.0900000;100.0900000;100.0900000;35
RU000A100V79;1;20190930;114400;100.0900000;100.0900000;100.0900000;100.0900000;99
RU000A100V79;1;20190930;114500;100.0800000;100.0800000;100.0800000;100.0800000;110
RU000A100V79;1;20190930;115600;100.0800000;100.0800000;100.0800000;100.0800000;10
RU000A100V79;1;20190930;120200;100.0800000;100.0800000;100.0800000;100.0800000;1
