<TICKER>;<PER>;<DATE>;<TIME>;<LAST>;<VOL>
RU000A0JXQ93;0;20190116;182218;104.400000000;5
RU000A0JXQ93;0;20190116;182427;104.400000000;2
RU000A0JXQ93;0;20190117;102821;104.390000000;5
RU000A0JXQ93;0;20190117;113837;104.340000000;1
RU000A0JXQ93;0;20190117;114150;104.100000000;3
RU000A0JXQ93;0;20190117;114150;104.090000000;8
RU000A0JXQ93;0;20190117;114150;104.010000000;20
RU000A0JXQ93;0;20190117;114201;104.010000000;12
RU000A0JXQ93;0;20190117;114201;104.000000000;7
RU000A0JXQ93;0;20190117;122629;104.240000000;13
RU000A0JXQ93;0;20190117;122913;104.240000000;2
RU000A0JXQ93;0;20190117;122913;104.240000000;8
RU000A0JXQ93;0;20190117;123630;104.120000000;8
RU000A0JXQ93;0;20190117;123630;104.010000000;30
RU000A0JXQ93;0;20190117;123630;104.000000000;93
RU000A0JXQ93;0;20190117;123630;104.000000000;20
RU000A0JXQ93;0;20190117;124451;104.000000000;1
RU000A0JXQ93;0;20190117;130643;104.000000000;2
RU000A0JXQ93;0;20190117;130810;104.000000000;3
RU000A0JXQ93;0;20190117;131722;104.000000000;10
RU000A0JXQ93;0;20190117;131812;104.000000000;17
RU000A0JXQ93;0;20190117;131812;104.000000000;17
RU000A0JXQ93;0;20190117;131813;104.000000000;4
RU000A0JXQ93;0;20190117;132352;104.000000000;1
RU000A0JXQ93;0;20190117;132617;104.000000000;60
RU000A0JXQ93;0;20190117;133402;104.000000000;2
RU000A0JXQ93;0;20190117;134242;104.000000000;1000
RU000A0JXQ93;0;20190117;140006;103.950000000;55
RU000A0JXQ93;0;20190117;140437;103.900000000;79
RU000A0JXQ93;0;20190117;150218;104.000000000;1
RU000A0JXQ93;0;20190117;155146;104.000000000;3
RU000A0JXQ93;0;20190117;160432;104.000000000;10
RU000A0JXQ93;0;20190117;163245;104.000000000;10
RU000A0JXQ93;0;20190117;164815;104.000000000;10
RU000A0JXQ93;0;20190117;175609;104.000000000;420
RU000A0JXQ93;0;20190117;180155;103.910000000;1
RU000A0JXQ93;0;20190117;183020;104.000000000;420
RU000A0JXQ93;0;20190117;183804;103.910000000;9
RU000A0JXQ93;0;20190117;183804;103.910000000;20
RU000A0JXQ93;0;20190117;183804;103.900000000;21
RU000A0JXQ93;0;20190117;183804;103.900000000;79
RU000A0JXQ93;0;20190117;183804;103.610000000;21
RU000A0JXQ93;0;20190117;184112;104.000000000;20
RU000A0JXQ93;0;20190118;101336;104.000000000;3
RU000A0JXQ93;0;20190118;101336;103.630000000;1
RU000A0JXQ93;0;20190118;101336;103.620000000;50
RU000A0JXQ93;0;20190118;101357;103.590000000;36
RU000A0JXQ93;0;20190118;113507;104.260000000;1
RU000A0JXQ93;0;20190118;114827;104.260000000;3
RU000A0JXQ93;0;20190118;122251;104.240000000;23
RU000A0JXQ93;0;20190118;122251;104.250000000;7
RU000A0JXQ93;0;20190118;123707;104.240000000;5
RU000A0JXQ93;0;20190118;134139;104.240000000;3
RU000A0JXQ93;0;20190118;134919;104.240000000;1
RU000A0JXQ93;0;20190118;135428;104.240000000;1
RU000A0JXQ93;0;20190118;135923;104.240000000;4
RU000A0JXQ93;0;20190118;145227;104.240000000;10
RU000A0JXQ93;0;20190118;153423;103.870000000;2
RU000A0JXQ93;0;20190118;155443;104.190000000;1
RU000A0JXQ93;0;20190118;161039;103.860000000;3
RU000A0JXQ93;0;20190118;171905;103.880000000;7
RU000A0JXQ93;0;20190118;172014;104.240000000;1
RU000A0JXQ93;0;20190118;172014;104.240000000;9
RU000A0JXQ93;0;20190118;175253;104.240000000;9
RU000A0JXQ93;0;20190118;175253;104.240000000;1
RU000A0JXQ93;0;20190118;180527;104.240000000;1
RU000A0JXQ93;0;20190118;180527;104.240000000;29
RU000A0JXQ93;0;20190118;183923;104.250000000;1
RU000A0JXQ93;0;20190121;101237;104.370000000;2
RU000A0JXQ93;0;20190121;104216;104.370000000;1
RU000A0JXQ93;0;20190121;105102;104.370000000;1
RU000A0JXQ93;0;20190121;112810;104.360000000;4
RU000A0JXQ93;0;20190121;112810;104.370000000;5
RU000A0JXQ93;0;20190121;112810;104.370000000;41
RU000A0JXQ93;0;20190121;114011;104.370000000;1
RU000A0JXQ93;0;20190121;124514;104.370000000;8
RU000A0JXQ93;0;20190121;124514;104.380000000;7
RU000A0JXQ93;0;20190121;125324;104.380000000;3
RU000A0JXQ93;0;20190121;125324;104.400000000;912
RU000A0JXQ93;0;20190121;130710;104.390000000;2
RU000A0JXQ93;0;20190121;132332;104.390000000;18
RU000A0JXQ93;0;20190121;132332;104.400000000;72
RU000A0JXQ93;0;20190121;132349;104.220000000;3
RU000A0JXQ93;0;20190121;132349;104.210000000;8
RU000A0JXQ93;0;20190121;132349;104.010000000;9
RU000A0JXQ93;0;20190121;133426;104.390000000;2
